"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=Dinosauria&taxon_reso=species&idqual=certain&pres=regular&interval=Triassic,Cretaceous&show=acconly"
"Access Time","Wed 2019-06-12 10:22:05 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Dinosauria"
"","idreso","species"
"","idqual","certain"
"","interval","Triassic,Cretaceous"
"","timerule","major"
"","taxon_status","all"
"","pres","regular"
"","show","acconly"
"Elapsed Time","0.428"
"Records Found","3189"
"Records Returned","3189"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"624286","occ","34699","","67236","Gigantspinosaurus sichuanensis","species","89461","Oxfordian","","163.5","157.3","19209"
"624643","occ","23342","","67296","Cathartesaura anaerobica","species","89495","Late Cenomanian","Turonian","99.6","89.8","19213"
"624645","occ","","","61578","Maxakalisaurus topai","species","89500","Late Campanian","Early Maastrichtian","83.5","66","19214"
"625402","occ","","","67448","Titanosaurus blanfordi","species","64310","Maastrichtian","","72.1","66","19228"
"625892","occ","26062","","67540","Aeolosaurus maximus","species","205609","Late Campanian","Early Maastrichtian","83.5","66","38516"
"626780","occ","","","67611","Jinzhousaurus yangi","species","90097","Early Aptian","","125.45","122.46","19265"
"626784","occ","","","67612","Arrhinoceratops brachyops","species","63401","Late Campanian","Early Maastrichtian","83.5","66","19269"
"627206","occ","","","58813","Pachycephalosaurus wyomingensis","species","64648","Maastrichtian","","72.1","66","19309"
"627850","occ","29319","","47812","Dromaeosaurus albertensis","species","54550","Late Campanian","","83.5","70.6","48570"
"628141","occ","29322","","22697","Zapsalis abradens","species","65357","Late Campanian","","83.5","70.6","48570"
"628142","occ","29320","","22697","Dromaeosaurus albertensis","species","54550","Late Campanian","","83.5","70.6","48570"
"628855","occ","31562","","67811","Magyarosaurus dacus","species","64331","Late Maastrichtian","","70.6","66","19377"
"628856","occ","31563","","67811","Zalmoxes robustus","species","66741","Late Maastrichtian","","70.6","66","19377"
"629047","occ","","","67817","Magyarosaurus dacus","species","64331","Late Maastrichtian","","70.6","66","19377"
"629048","occ","","","67817","Zalmoxes robustus","species","66741","Late Maastrichtian","","70.6","66","19377"
"629281","occ","","","45090","Tsaagan mangas","species","90550","Late Campanian","","83.5","70.6","19381"
"632008","occ","21895","","67973","Nothronychus graffami","species","149862","Late Cenomanian","Middle Turonian","99.6","89.3","30325"
"632009","occ","","","67974","Erlikosaurus andrewsi","species","66667","Cenomanian","Santonian","100.5","83.6","13909"
"632231","occ","","","68017","Kangnasaurus coetzeei","species","81249","Late Cretaceous","","100.5","66","45359"
"632251","occ","","","68019","Turiasaurus riodevensis","species","91330","Kimmeridgian","Tithonian","157.3","145","19463"
"632277","occ","","","68022","Protopteryx fengningensis","species","91349","Late Barremian","Early Aptian","130","122.46","19468"
"632299","occ","","","47800","Efraasia minor","species","54997","Alaunian","","215.56","212","10510"
"632300","occ","","","47800","Efraasia minor","species","54997","Alaunian","","215.56","212","19481"
"632301","occ","","","47800","Efraasia minor","species","54997","Alaunian","","215.56","212","19481"
"632302","occ","18794","","47785","Plateosaurus gracilis","species","54996","Norian","","228","208.5","16920"
"632303","occ","","","68038","Plateosaurus gracilis","species","54996","Norian","","228","208.5","19481"
"632304","occ","","","47785","Plateosaurus gracilis","species","54996","Norian","","228","208.5","16920"
"632312","occ","18796","","67138","Pararhabdodon isonensis","species","68155","Late Maastrichtian","","70.6","66","19486"
"632323","occ","34923","","68042","Ojoceratops fowleri","species","170630","Maastrichtian","","72.1","66","66250"
"632335","occ","","","35250","Dilophosaurus wetherilli","species","55479","Sinemurian","Pliensbachian","199.3","182.7","19503"
"632803","occ","","","55329","Camarasaurus grandis","species","52961","Late Kimmeridgian","Tithonian","155.7","145","19565"
"632849","occ","25903","","68099","Camarasaurus grandis","species","52961","Late Kimmeridgian","Tithonian","155.7","145","19566"
"634421","occ","35295","","68256","Crittendenceratops krzyzanowskii","species","378711","Late Campanian","","83.5","70.6","67323"
"635128","occ","","","68331","Dromaeosauroides bornholmensis","species","92202","Late Berriasian","","145","140.2","19697"
"636403","occ","33939","","59069","Soriatitan golmayensis","species","359458","Late Hauterivian","Early Barremian","136.4","125.45","63208"
"636410","occ","33486","","68471","Europatitan eastwoodi","species","356195","Late Barremian","Early Aptian","130","122.46","62571"
"636497","occ","27821","","68489","Delapparentia turolensis","species","251720","Early Barremian","","130","125.45","43708"
"637751","occ","19976","","68621","Lamplughsaura dharmaramensis","species","110384","Sinemurian","","199.3","190.8","25610"
"638287","occ","","","68658","Cetiosaurus oxoniensis","species","66688","Late Bathonian","","167.7","164.7","55987"
"638678","occ","24452","","56365","Oxalaia quilombensis","species","180308","Late Albian","Early Cenomanian","105.3","93.5","35567"
"639372","occ","","","22648","Camptosaurus dispar","species","52979","Kimmeridgian","Tithonian","157.3","145","13449"
"639647","occ","28352","","68875","Rhabdodon septimanicus","species","67672","Early Maastrichtian","","70.6","66","14445"
"639671","occ","18970","","68888","Scipionyx samniticus","species","57428","Early Albian","","112.03","109","10513"
"639806","occ","29762","","68904","Torvosaurus gurneyi","species","289557","Late Kimmeridgian","Early Tithonian","155.7","145","50323"
"641349","occ","19038","","69151","Albertaceratops nesmoi","species","94776","Middle Campanian","","83.5","70.6","19935"
"641358","occ","18990","","69152","Albertaceratops nesmoi","species","94776","Middle Campanian","","83.5","70.6","19935"
"641960","occ","","","69210","Tyrannosaurus rex","species","54833","Maastrichtian","","72.1","66","19952"
"645106","occ","","","69693","Zephyrosaurus schaffi","species","52889","Albian","","113","100.5","23373"
"645107","occ","","","69694","Stenopelix valdensis","species","65431","Berriasian","","145","139.8","35190"
"645108","occ","","","69695","Abrictosaurus consors","species","65428","Hettangian","Sinemurian","201.3","190.8","14203"
"645109","occ","27559","","69696","Lycorhinus angustidens","species","52899","Hettangian","Sinemurian","201.3","190.8","43191"
"645110","occ","","","36669","Lycorhinus angustidens","species","52899","Hettangian","Sinemurian","201.3","190.8","9818"
"646266","occ","","","69801","Mononykus olecranus","species","67287","Maastrichtian","","72.1","66","14285"
"646548","occ","","","47034","Tyrannosaurus rex","species","54833","Maastrichtian","","72.1","66","23444"
"647288","occ","27822","","51889","Pachyrhinosaurus perotorum","species","251721","Late Maastrichtian","","70.6","66","43709"
"647292","occ","31808","","51890","Ugrunaaluk kuukpikensis","species","330233","Early Maastrichtian","","70.6","66","56663"
"647302","occ","19064","","69931","Prenoceratops pieganensis","species","96089","Campanian","","83.6","72.1","23482"
"647667","occ","","","69213","Troodon formosus","species","54818","Middle Campanian","Late Campanian","83.5","70.6","13002"
"647848","occ","19500","","70025","Theiophytalia kerri","species","104631","Aptian","Albian","125","100.5","24822"
"647943","occ","","","70051","Corythosaurus casuarius","species","56403","Campanian","","83.6","72.1","12319"
"647944","occ","31044","","70052","Lambeosaurus clavinitialis","species","63452","Campanian","","83.6","72.1","54993"
"647945","occ","","","70054","Lambeosaurus lambei","species","56724","Campanian","","83.6","72.1","12319"
"647962","occ","","","70055","Lambeosaurus lambei","species","56724","Campanian","","83.6","72.1","12319"
"648251","occ","","","70075","Majungasaurus crenatissimus","species","53959","Maastrichtian","","72.1","66","23528"
"649434","occ","","","70140","Shanag ashile","species","96500","Early Cretaceous","","145","100.5","23562"
"650582","occ","","","70335","Alamosaurus sanjuanensis","species","63399","Lancian","","70.6","66","23604"
"651204","occ","","","70426","Urbacodon itemirensis","species","96668","Cenomanian","","100.5","93.9","23626"
"651334","occ","26321","","70438","Chuanjiesaurus anaensis","species","71526","Middle Jurassic","","174.1","163.5","16660"
"651335","occ","21511","","70438","Shidaisaurus jinae","species","143654","Middle Jurassic","","174.1","163.5","29514"
"651823","occ","","","70458","Genusaurus sisteronis","species","56392","Middle Albian","","109","105.3","23633"
"654765","occ","19251","","70674","Aniksosaurus darwini","species","97083","Cenomanian","Turonian","100.5","89.8","23710"
"658308","occ","","","70958","Micropachycephalosaurus hongtuyanensis","species","54840","Campanian","","83.6","72.1","9257"
"659316","occ","","","53229","Protoceratops andrewsi","species","52824","Late Campanian","","83.5","70.6","7347"
"662959","occ","","","71399","Majungasaurus crenatissimus","species","53959","Maastrichtian","","72.1","66","24130"
"662960","occ","","","71399","Masiakasaurus knopfleri","species","56389","Maastrichtian","","72.1","66","24130"
"662963","occ","","","71401","Sarcosaurus woodi","species","57252","Early Sinemurian","","196.5","189.6","10404"
"663699","occ","22390","","71476","Fruitadens haagarorum","species","157201","Early Tithonian","","150.8","145","31136"
"666808","occ","","","71802","Lufengosaurus huenei","species","56597","Sinemurian","","199.3","190.8","12552"
"666812","occ","","","71803","Lufengosaurus huenei","species","56597","Hettangian","Sinemurian","201.3","190.8","12552"
"666818","occ","","","71802","Lufengosaurus huenei","species","56597","Sinemurian","","199.3","190.8","12552"
"667042","occ","","","71840","Bactrosaurus johnsoni","species","57344","Late Cretaceous","","100.5","66","24279"
"667390","occ","","","71907","Sinosaurus triassicus","species","64287","Hettangian","Sinemurian","201.3","190.8","24297"
"667951","occ","","","48349","Australodocus bohetii","species","100784","Tithonian","","152.1","145","24373"
"668657","occ","","","72107","Yinlong downsi","species","90118","Oxfordian","","163.5","157.3","19282"
"668722","occ","","","72142","Nuthetes destructor","species","66817","Middle Berriasian","","145","140.2","24418"
"668729","occ","","","72144","Gravitholus albertae","species","56566","Middle Campanian","","83.5","70.6","24421"
"670223","occ","","","72266","Iguanodon bernissartensis","species","58905","Late Hauterivian","Early Aptian","136.4","122.46","24480"
"678493","occ","","","37019","Homalocephale calathocercos","species","52836","Campanian","Maastrichtian","83.6","66","9908"
"678829","occ","20115","","73271","Xenoposeidon proneneukos","species","111395","Late Berriasian","Early Valanginian","145","136.4","25840"
"679801","occ","","","73351","Erectopus superbus","species","65346","Barremian","","129.4","125","18719"
"679802","occ","","","73351","Iguanodon mantelli","species","64506","Barremian","","129.4","125","18719"
"679941","occ","","","64017","Gigantoraptor erlianensis","species","103708","Middle Campanian","Late Campanian","83.5","70.6","24635"
"679942","occ","","","73373","Oryctodromeus cubicularis","species","103710","Cenomanian","","100.5","93.9","24636"
"680824","occ","","","73437","Tarbosaurus bataar","species","63705","Maastrichtian","","72.1","66","34612"
"680830","occ","","","73438","Psittacosaurus major","species","103803","Late Barremian","Early Aptian","130","122.46","24647"
"681843","occ","","","55271","Majungasaurus crenatissimus","species","53959","Maastrichtian","","72.1","66","24665"
"681844","occ","","","55270","Majungasaurus crenatissimus","species","53959","Maastrichtian","","72.1","66","24665"
"681845","occ","","","55268","Majungasaurus crenatissimus","species","53959","Maastrichtian","","72.1","66","24665"
"682891","occ","","","73611","Eolambia caroljonesa","species","66500","Late Albian","Early Cenomanian","105.3","93.5","24682"
"682915","occ","","","73612","Eolambia caroljonesa","species","66500","Late Albian","Early Cenomanian","105.3","93.5","24682"
"682919","occ","","","73614","Eolambia caroljonesa","species","66500","Late Albian","Early Cenomanian","105.3","93.5","24682"
"682920","occ","","","73615","Eolambia caroljonesa","species","66500","Late Albian","Early Cenomanian","105.3","93.5","24682"
"683563","occ","21717","","73688","Similicaudipteryx yixianensis","species","146462","Aptian","","125","113","29880"
"686822","occ","","","73887","Eocursor parvus","species","104624","Hettangian","Sinemurian","201.3","190.8","24820"
"686851","occ","","","73890","Cedrorestes crichtoni","species","104640","Late Barremian","","130","125.45","24824"
"686854","occ","","","73891","Brachylophosaurus canadensis","species","65213","Middle Campanian","Late Campanian","83.5","70.6","14804"
"687528","occ","","","73947","Leptoceratops gracilis","species","52827","Late Maastrichtian","","70.6","66","24832"
"687529","occ","","","73948","Leptoceratops gracilis","species","52827","Late Maastrichtian","","70.6","66","24832"
"688012","occ","30685","","73998","Allosaurus fragilis","species","52962","Kimmeridgian","Tithonian","157.3","145","24837"
"688094","occ","19506","","74009","Anatotitan copei","species","53383","Maastrichtian","","72.1","66","12319"
"689682","occ","33690","","74120","Lambeosaurus magnicristatus","species","63453","Late Campanian","","83.5","70.6","24881"
"690124","occ","","","74175","Tyrannosaurus rex","species","54833","Maastrichtian","","72.1","66","54013"
"690303","occ","","","74202","Chindesaurus bryansmalli","species","66909","Norian","","228","208.5","24915"
"691649","occ","","","74502","Dacentrurus armatus","species","52989","Early Tithonian","","150.8","145","24990"
"692610","occ","19603","","74657","Centrosaurus apertus","species","63911","Late Campanian","","83.5","70.6","17543"
"692611","occ","","","60877","Sphaerotholus brevis","species","56573","Late Campanian","","83.5","70.6","17550"
"692635","occ","","","14674","Tyrannosaurus rex","species","54833","Late Maastrichtian","","70.6","66","2333"
"692636","occ","","","14674","Thescelosaurus neglectus","species","52897","Late Maastrichtian","","70.6","66","2333"
"692637","occ","","","14674","Anatotitan copei","species","53383","Late Maastrichtian","","70.6","66","2333"
"692639","occ","","","14674","Triceratops prorsus","species","63770","Late Maastrichtian","","70.6","66","2333"
"693186","occ","32221","","74664","Supersaurus vivianae","species","56455","Kimmeridgian","Tithonian","157.3","145","14815"
"699840","occ","","","75177","Dracovenator regenti","species","108769","Hettangian","Sinemurian","201.3","190.8","25373"
"700662","occ","","","14544","Pachycephalosaurus wyomingensis","species","64648","Lancian","","70.6","66","2236"
"700704","occ","","","75284","Tyrannosaurus rex","species","54833","Lancian","","70.6","66","2236"
"700725","occ","","","75286","Tyrannosaurus rex","species","54833","Lancian","","70.6","66","2236"
"700786","occ","","","14543","Troodon formosus","species","54818","Lancian","","70.6","66","2236"
"700839","occ","","","14542","Troodon formosus","species","54818","Lancian","","70.6","66","2236"
"700854","occ","","","75298","Troodon formosus","species","54818","Lancian","","70.6","66","2236"
"702708","occ","","","75432","Tyrannosaurus rex","species","54833","Lancian","","70.6","66","2236"
"702717","occ","","","75435","Troodon formosus","species","54818","Lancian","","70.6","66","2236"
"702745","occ","","","75442","Troodon formosus","species","54818","Lancian","","70.6","66","2236"
"702767","occ","","","75446","Tyrannosaurus rex","species","54833","Lancian","","70.6","66","2236"
"702966","occ","","","48870","Martinavis cruzyensis","species","109398","Late Campanian","","83.5","70.6","25461"
"702980","occ","","","75467","Gryposaurus monumentensis","species","109448","Late Campanian","","83.5","70.6","25465"
"703008","occ","","","75472","Psittacosaurus lujiatunensis","species","109454","Early Aptian","","125.45","122.46","25466"
"703165","occ","","","75475","Eotriceratops xerinsularis","species","109481","Late Maastrichtian","","70.6","66","25471"
"703448","occ","","","75511","Psittacosaurus lujiatunensis","species","109454","Early Aptian","","125.45","122.46","25498"
"705707","occ","","","47800","Plateosaurus gracilis","species","54996","Alaunian","","215.56","212","25583"
"705954","occ","32304","","75758","Plateosaurus engelhardti","species","56683","Norian","","228","208.5","33788"
"706064","occ","","","75759","Lamplughsaura dharmaramensis","species","110384","Sinemurian","","199.3","190.8","25610"
"706065","occ","","","75760","Lamplughsaura dharmaramensis","species","110384","Sinemurian","","199.3","190.8","25610"
"706066","occ","","","75761","Pradhania gracilis","species","110386","Sinemurian","","199.3","190.8","25610"
"706067","occ","","","75762","Lamplughsaura dharmaramensis","species","110384","Sinemurian","","199.3","190.8","25610"
"708309","occ","","","59128","Loricatosaurus priscus","species","56502","Middle Callovian","","164.7","161.2","25691"
"708328","occ","21874","","75943","Levnesovia transoxiana","species","148886","Middle Turonian","Late Turonian","93.5","89.3","30213"
"708901","occ","20029","","75968","Dacentrurus armatus","species","52989","Late Kimmeridgian","Early Tithonian","155.7","145","13143"
"711088","occ","","","76105","Saurornitholestes robustus","species","111092","Late Campanian","","83.5","70.6","25803"
"711089","occ","","","76106","Saurornitholestes robustus","species","111092","Late Campanian","","83.5","70.6","25803"
"711090","occ","","","76107","Saurornitholestes robustus","species","111092","Late Campanian","","83.5","70.6","25803"
"711596","occ","22398","","47031","Aardonyx celestae","species","157363","Hettangian","Sinemurian","201.3","190.8","31154"
"711597","occ","31698","","76191","Pulanesaura eocollum","species","327197","Late Hettangian","Sinemurian","201.3","190.8","56189"
"711598","occ","25008","","76191","Arcusaurus pereirabdalorum","species","188979","Late Hettangian","Sinemurian","201.3","190.8","36469"
"715462","occ","","","76714","Stegoceras validum","species","81379","Late Campanian","","83.5","70.6","25954"
"715473","occ","20122","","76715","Pentaceratops sternbergii","species","55033","Late Campanian","Early Maastrichtian","83.5","66","25955"
"715618","occ","20162","","76745","Velafrons coahuilensis","species","113862","Late Campanian","","83.5","70.6","26150"
"715649","occ","34919","","76752","Stegoceras validum","species","81379","Late Campanian","","83.5","70.6","46742"
"715657","occ","","","76753","Anasazisaurus horneri","species","66593","Late Campanian","","83.5","70.6","1965"
"715809","occ","","","76107","Nodocephalosaurus kirtlandensis","species","68008","Late Campanian","","83.5","70.6","25980"
"715810","occ","","","76761","Nodocephalosaurus kirtlandensis","species","68008","Late Campanian","","83.5","70.6","25980"
"715811","occ","","","76762","Nodocephalosaurus kirtlandensis","species","68008","Late Campanian","","83.5","70.6","25980"
"715812","occ","","","76763","Nodocephalosaurus kirtlandensis","species","68008","Late Campanian","","83.5","70.6","25980"
"716387","occ","","","76900","Suzhousaurus megatherioides","species","112902","Barremian","Aptian","129.4","113","26006"
"717652","occ","","","77055","Massospondylus carinatus","species","56595","Hettangian","Sinemurian","201.3","190.8","26082"
"717832","occ","23228","","77061","Cardiodon rugulosus","species","67712","Late Bathonian","","167.7","164.7","26086"
"719964","occ","","","77259","Styracosaurus albertensis","species","56144","Late Campanian","","83.5","70.6","26153"
"719965","occ","","","77261","Styracosaurus albertensis","species","56144","Late Campanian","","83.5","70.6","26153"
"720034","occ","","","77265","Styracosaurus albertensis","species","56144","Late Campanian","","83.5","70.6","26153"
"720035","occ","","","77266","Styracosaurus albertensis","species","56144","Late Campanian","","83.5","70.6","26153"
"728364","occ","","","47800","Procompsognathus triassicus","species","56382","Alaunian","","215.56","212","26308"
"735596","occ","20401","","72091","Lufengosaurus huenei","species","56597","Sinemurian","","199.3","190.8","9301"
"735732","occ","","","72091","Lufengosaurus huenei","species","56597","Sinemurian","","199.3","190.8","26534"
"735733","occ","","","72091","Lufengosaurus huenei","species","56597","Sinemurian","","199.3","190.8","26534"
"735734","occ","","","72091","Lufengosaurus huenei","species","56597","Sinemurian","","199.3","190.8","26534"
"735736","occ","","","72091","Yunnanosaurus huangi","species","56629","Sinemurian","","199.3","190.8","26534"
"735737","occ","","","72091","Yunnanosaurus robustus","species","64403","Sinemurian","","199.3","190.8","26534"
"735739","occ","","","72091","Sinosaurus triassicus","species","64287","Sinemurian","","199.3","190.8","26534"
"735801","occ","","","78993","Lufengosaurus huenei","species","56597","Sinemurian","","199.3","190.8","26534"
"735802","occ","","","78993","Lufengosaurus huenei","species","56597","Sinemurian","","199.3","190.8","26534"
"735803","occ","","","78993","Lufengosaurus huenei","species","56597","Sinemurian","","199.3","190.8","26534"
"735805","occ","","","78993","Yunnanosaurus huangi","species","56629","Sinemurian","","199.3","190.8","26534"
"735806","occ","","","78993","Yunnanosaurus robustus","species","64403","Sinemurian","","199.3","190.8","26534"
"735807","occ","","","78993","Sinosaurus triassicus","species","64287","Sinemurian","","199.3","190.8","26534"
"735809","occ","","","78994","Lufengosaurus huenei","species","56597","Sinemurian","","199.3","190.8","26534"
"735997","occ","","","79034","Sahaliyania elunchunorum","species","118311","Early Maastrichtian","","70.6","66","26542"
"735999","occ","","","79034","Wulagasaurus dongi","species","118313","Early Maastrichtian","","70.6","66","26542"
"739417","occ","","","79488","Sinocalliopteryx gigas","species","119227","Barremian","Early Aptian","129.4","122.46","26657"
"739555","occ","","","24883","Omeisaurus tianfuensis","species","56462","Bajocian","Callovian","170.3","163.5","28524"
"739580","occ","","","55536","Jeholornis prima","species","119247","Aptian","","125","113","26670"
"739581","occ","21166","","55536","Yanornis martini","species","119337","Aptian","","125","113","28709"
"739583","occ","","","55536","Sapeornis chaoyangensis","species","119249","Aptian","","125","113","26679"
"739672","occ","","","79517","Boluochia zhengi","species","119289","Aptian","","125","113","26678"
"739673","occ","","","79517","Cathayornis yandica","species","137353","Aptian","","125","113","38272"
"739674","occ","","","79517","Chaoyangia beishanensis","species","137355","Aptian","","125","113","41010"
"739675","occ","","","79518","Sapeornis chaoyangensis","species","119249","Aptian","","125","113","26672"
"739676","occ","23300","","79518","Microraptor zhaoianus","species","68239","Aptian","","125","113","33218"
"739682","occ","","","79519","Hongshanornis longicresta","species","119299","Barremian","Aptian","129.4","113","26680"
"739683","occ","","","79520","Vescornis hebeiensis","species","119301","Barremian","Aptian","129.4","113","26681"
"739685","occ","","","79522","Eoenantiornis buhleri","species","119311","Barremian","Early Aptian","129.4","122.46","26684"
"739693","occ","","","55426","Yixianornis grabaui","species","119340","Aptian","","125","113","26687"
"740917","occ","","","79428","Pakisaurus balochistani","species","119551","Maastrichtian","","72.1","66","26765"
"740918","occ","","","79428","Sulaimanisaurus gingerichi","species","119553","Maastrichtian","","72.1","66","26765"
"740919","occ","","","79428","Khetranisaurus barkhani","species","119555","Maastrichtian","","72.1","66","26765"
"740920","occ","","","79428","Balochisaurus malkani","species","119651","Maastrichtian","","72.1","66","26765"
"740921","occ","","","79428","Marisaurus jeffi","species","119557","Maastrichtian","","72.1","66","26765"
"740922","occ","","","79429","Pakisaurus balochistani","species","119551","Maastrichtian","","72.1","66","26765"
"740923","occ","","","79429","Balochisaurus malkani","species","119651","Maastrichtian","","72.1","66","26765"
"740924","occ","","","79429","Marisaurus jeffi","species","119557","Maastrichtian","","72.1","66","26765"
"740925","occ","","","53153","Sulaimanisaurus gingerichi","species","119553","Maastrichtian","","72.1","66","26765"
"740926","occ","","","53153","Vitakridrinda sulaimani","species","119560","Maastrichtian","","72.1","66","26765"
"740927","occ","","","78055","Vitakridrinda sulaimani","species","119560","Maastrichtian","","72.1","66","26765"
"740928","occ","","","79664","Vitakridrinda sulaimani","species","119560","Maastrichtian","","72.1","66","26765"
"740929","occ","","","79664","Marisaurus jeffi","species","119557","Maastrichtian","","72.1","66","26765"
"740930","occ","","","79664","Pakisaurus balochistani","species","119551","Maastrichtian","","72.1","66","26765"
"740931","occ","","","79665","Pakisaurus balochistani","species","119551","Maastrichtian","","72.1","66","26765"
"740932","occ","","","79665","Sulaimanisaurus gingerichi","species","119553","Maastrichtian","","72.1","66","26765"
"740933","occ","","","79665","Balochisaurus malkani","species","119651","Maastrichtian","","72.1","66","26765"
"740934","occ","","","79665","Marisaurus jeffi","species","119557","Maastrichtian","","72.1","66","26765"
"740935","occ","","","79665","Vitakridrinda sulaimani","species","119560","Maastrichtian","","72.1","66","26765"
"740936","occ","","","79666","Vitakridrinda sulaimani","species","119560","Maastrichtian","","72.1","66","26765"
"740937","occ","20953","","79666","Marisaurus jeffi","species","119557","Maastrichtian","","72.1","66","26765"
"740952","occ","","","79668","Marisaurus jeffi","species","119557","Maastrichtian","","72.1","66","26765"
"740953","occ","","","79669","Balochisaurus malkani","species","119651","Maastrichtian","","72.1","66","26765"
"741048","occ","","","79687","Zhongyuangosaurus luoyangensis","species","119680","Cenomanian","Turonian","100.5","89.8","26778"
"741099","occ","","","79692","Edmontonia longiceps","species","63920","Early Maastrichtian","","70.6","66","26781"
"741249","occ","","","79702","Talarurus plicatospineus","species","52797","Cenomanian","Turonian","100.5","89.8","14385"
"741251","occ","32470","","79703","Psittacosaurus mongoliensis","species","52831","Early Cretaceous","","145","100.5","30554"
"741702","occ","","","53227","Tarchia gigantea","species","52909","Late Campanian","Early Maastrichtian","83.5","66","14389"
"741711","occ","","","77191","Shamosaurus scutatus","species","52795","Aptian","Albian","125","100.5","26796"
"741713","occ","","","11582","Saichania chulsanensis","species","52910","Campanian","","83.6","72.1","59136"
"741718","occ","","","79724","Amtosaurus magnus","species","57226","Cenomanian","Turonian","100.5","89.8","13890"
"741738","occ","","","65338","Pinacosaurus grangeri","species","52911","Campanian","","83.6","72.1","26796"
"743634","occ","","","59383","Asiahesperornis bazhanovi","species","120326","Maastrichtian","","72.1","66","38158"
"745312","occ","24453","","79953","Pamparaptor micros","species","180310","Late Turonian","Early Coniacian","93.5","85.8","35568"
"749715","occ","","","80183","Yamaceratops dorngobiensis","species","85968","Santonian","","86.3","83.6","18688"
"751808","occ","","","80508","Iguanodon major","species","67000","Late Hauterivian","Late Barremian","136.4","125.45","27069"
"751809","occ","","","80512","Iguanodon mantelli","species","64506","Late Hauterivian","Late Barremian","136.4","125.45","27069"
"751909","occ","35690","","80538","Iguanodontipus burreyi","species","164282","Berriasian","","145","139.8","68758"
"755319","occ","","","80858","Zalmoxes shqiperorum","species","66744","Early Maastrichtian","","70.6","66","27183"
"755320","occ","","","80858","Telmatosaurus transsylvanicus","species","68153","Early Maastrichtian","","70.6","66","27183"
"755321","occ","","","80858","Struthiosaurus transylvanicus","species","64748","Early Maastrichtian","","70.6","66","27183"
"755322","occ","","","80858","Magyarosaurus dacus","species","64331","Early Maastrichtian","","70.6","66","27183"
"755523","occ","","","80890","Halimornis thompsoni","species","122607","Early Campanian","Middle Campanian","83.5","70.6","27220"
"757986","occ","","","81086","Kryptops palaios","species","123316","Aptian","Albian","125","100.5","27280"
"757989","occ","","","81087","Eocarcharia dinops","species","123318","Aptian","Albian","125","100.5","27280"
"769394","occ","","","81932","Ichthyornis dispar","species","54877","Late Santonian","Early Campanian","85.8","70.6","27720"
"770354","occ","","","82494","Gasparinisaura cincosaltensis","species","65254","Early Campanian","Middle Campanian","83.5","70.6","27827"
"772533","occ","","","82783","Zhongornis haoae","species","130180","Early Aptian","","125.45","122.46","27835"
"772534","occ","","","82786","Uberabatitan ribeiroi","species","130182","Maastrichtian","","72.1","66","27836"
"774724","occ","","","79941","Alethoalaornis agitornis","species","131082","Aptian","","125","113","27917"
"775779","occ","","","83249","Psittacosaurus major","species","103803","Early Aptian","","125.45","122.46","27956"
"775783","occ","","","72321","Changchunsaurus parvus","species","131333","Aptian","Cenomanian","125","93.9","27973"
"775784","occ","22032","","72321","Helioceratops brachygnathus","species","153896","Aptian","Cenomanian","125","93.9","30705"
"777771","occ","","","83513","Lanzhousaurus magnidens","species","131335","Barremian","","129.4","125","28013"
"778835","occ","","","83719","Velociraptor osmolskae","species","132124","Campanian","","83.6","72.1","28069"
"778886","occ","31595","","83734","Chilesaurus diegosuarezi","species","319907","Tithonian","","152.1","145","55192"
"780402","occ","","","83956","Qingxiusaurus youjiangensis","species","133089","Late Cretaceous","","100.5","66","28123"
"780405","occ","","","83958","Barrancapus cresapi","species","131589","Lacian","","221.5","215.56","28129"
"780608","occ","","","84007","Suzhousaurus megatherioides","species","112902","Barremian","Aptian","129.4","113","28145"
"780913","occ","","","84072","Trisauropodiscus superavipes","species","133390","Hettangian","Sinemurian","201.3","190.8","28154"
"780917","occ","","","84073","Otouphepus declivis","species","133419","Sinemurian","","199.3","190.8","28154"
"780919","occ","","","84073","Grallator palustris","species","133418","Sinemurian","","199.3","190.8","28154"
"780923","occ","","","84077","Grallator matsiengensis","species","133470","Sinemurian","","199.3","190.8","28154"
"780924","occ","","","84077","Grallator damanei","species","133469","Sinemurian","","199.3","190.8","28154"
"781138","occ","","","84111","Anchisauripus milfordensis","species","68465","Norian","","228","208.5","28162"
"781162","occ","","","84116","Anchisauripus milfordensis","species","68465","Norian","","228","208.5","28162"
"781633","occ","24646","","55256","Velociraptor mongoliensis","species","54554","Late Campanian","","83.5","70.6","28193"
"781634","occ","","","55256","Pinacosaurus grangeri","species","52911","Late Campanian","","83.5","70.6","28193"
"781636","occ","","","13937","Dalingheornis liweii","species","133739","Barremian","","129.4","125","28194"
"782319","occ","23367","","84300","Diabloceratops eatoni","species","170569","Early Campanian","","83.5","70.6","33418"
